"","city","state","count","city.state","lon","lat"
"1396","Rossville","GA",3,"Rossville ,  GA",-85.2860676,34.9831309
"1397","Roswell","NM",2,"Roswell ,  NM",-104.5230242,33.3942655
"1398","Rotterdam","NY",1,"Rotterdam ,  NY",-73.9709583,42.7870209
"1399","Round Lake","IL",1,"Round Lake ,  IL",-88.0934145,42.353355
"1400","Round Rock","TX",2,"Round Rock ,  TX",-97.678896,30.5082551
"1401","Rowe","NM",1,"Rowe ,  NM",-105.6752935,35.4917053
"1402","Rowland","NC",1,"Rowland ,  NC",-79.2914306,34.5365518
"1403","Roxand Township","MI",1,"Roxand Township ,  MI",-84.8776392,42.729993
"1404","Roy","UT",1,"Roy ,  UT",-112.0263313,41.1616108
"1405","Royal Oak","MI",1,"Royal Oak ,  MI",-83.1446485,42.4894801
"1406","Rufe","OK",1,"Rufe ,  OK",-95.1441197,34.1237158
"1407","Ruidoso","NM",3,"Ruidoso ,  NM",-105.6588485,33.3672525
"1408","Rush Springs","OK",1,"Rush Springs ,  OK",-97.9569845,34.7825721
"1409","Russellville","AR",1,"Russellville ,  AR",-93.1337856,35.2784173
"1410","Russellville","KY",1,"Russellville ,  KY",-86.887219,36.8453199
"1411","Ruth","MS",1,"Ruth ,  MS",-90.3164819,31.3815627
"1412","Rutherfordton","NC",1,"Rutherfordton ,  NC",-81.9567716,35.3692877
"1413","Sacramento","CA",10,"Sacramento ,  CA",-121.4943996,38.5815719
"1414","Saginaw","MI",1,"Saginaw ,  MI",-83.9508068,43.4194699
"1415","Saginaw","TX",1,"Saginaw ,  TX",-97.3639068,32.8601275
"1416","Salem","OR",1,"Salem ,  OR",-123.0350963,44.9428975
"1417","Salemburg","NC",1,"Salemburg ,  NC",-78.5030622,35.0154469
"1418","Salinas","CA",1,"Salinas ,  CA",-121.6555013,36.6777372
"1419","Salisbury","MD",1,"Salisbury ,  MD",-75.5993692,38.3606736
"1420","Salisbury","NC",2,"Salisbury ,  NC",-80.4742261,35.6709727
"1421","Sallisaw","OK",2,"Sallisaw ,  OK",-94.7874463,35.4603711
"1422","Salt Lake City","UT",8,"Salt Lake City ,  UT",-111.8910474,40.7607793
"1423","Salt River Reservation","AZ",1,"Salt River Reservation ,  AZ",-111.7673622,33.516711
"1424","San Antonio","TX",22,"San Antonio ,  TX",-98.4936282,29.4241219
"1425","San Bernardino","CA",6,"San Bernardino ,  CA",-117.2897652,34.1083449
"1426","San Carlos Park","FL",1,"San Carlos Park ,  FL",-81.8014742,26.4673016
"1427","San Diego","CA",11,"San Diego ,  CA",-117.1610838,32.715738
"1428","San Diego County","CA",1,"San Diego County ,  CA",-117.1610966,32.7157305
"1429","San Fernando","CA",1,"San Fernando ,  CA",-118.4389719,34.2819461
"1430","San Francisco","CA",14,"San Francisco ,  CA",-122.4194155,37.7749295
"1431","San Jose","CA",11,"San Jose ,  CA",-121.8863286,37.3382082
"1432","San Manuel","AZ",1,"San Manuel ,  AZ",-110.6309289,32.5997933
"1433","San Marcos","CA",1,"San Marcos ,  CA",-117.1661449,33.1433723
"1434","San Mateo","CA",1,"San Mateo ,  CA",-122.3255254,37.5629917
"1435","San Rafael","NM",1,"San Rafael ,  NM",-107.8826751,35.1125344
"1436","San Ysidro","CA",1,"San Ysidro ,  CA",-117.0470434,32.555556
"1437","Sand City","CA",2,"Sand City ,  CA",-121.8482855,36.6171819
"1438","Sand Springs","OK",1,"Sand Springs ,  OK",-96.108891,36.1398102
"1439","Sandia","TX",1,"Sandia ,  TX",-97.8798634,28.0213648
"1440","Sandpoint","ID",2,"Sandpoint ,  ID",-116.553465,48.276577
"1441","Sandy","UT",1,"Sandy ,  UT",-111.8389726,40.5649781
"1442","Sanford","NC",1,"Sanford ,  NC",-79.1802994,35.4798757
"1443","Santa Ana","CA",7,"Santa Ana ,  CA",-117.867653,33.7454725
"1444","Santa Barbara","CA",1,"Santa Barbara ,  CA",-119.6981901,34.4208305
"1445","Santa Clara","CA",1,"Santa Clara ,  CA",-121.9552356,37.3541079
"1446","Santa Clarita","CA",1,"Santa Clarita ,  CA",-118.542586,34.3916641
"1447","Santa Cruz","CA",1,"Santa Cruz ,  CA",-122.0307963,36.9741171
"1448","Santa Fe","NM",3,"Santa Fe ,  NM",-105.937799,35.6869752
"1449","Santa Maria","CA",3,"Santa Maria ,  CA",-120.4357191,34.9530337
"1450","Santa Monica","CA",1,"Santa Monica ,  CA",-118.4911912,34.0194543
"1451","Santa Nella","CA",1,"Santa Nella ,  CA",-121.016866,37.0977209
"1452","Santa Paula","CA",1,"Santa Paula ,  CA",-119.0592705,34.3541659
"1453","Santa Rosa","CA",1,"Santa Rosa ,  CA",-122.7140548,38.440429
"1454","Saraland","AL",1,"Saraland ,  AL",-88.0705556,30.820742
"1455","Savannah","GA",1,"Savannah ,  GA",-81.091203,32.0808989
"1456","Schenectady","NY",1,"Schenectady ,  NY",-73.9395687,42.8142432
"1457","Schertz","TX",1,"Schertz ,  TX",-98.269734,29.5521737
"1458","Schulter","OK",1,"Schulter ,  OK",-95.9566635,35.5145495
"1459","Scott County","KY",1,"Scott County ,  KY",-84.564147,38.3172361
"1460","Scott County","VA",1,"Scott County ,  VA",-82.605118,36.6815794
"1461","Scottsdale","AZ",3,"Scottsdale ,  AZ",-111.9260519,33.4941704
"1462","Scottsville","KY",1,"Scottsville ,  KY",-86.1905424,36.7533781
"1463","Seagoville","TX",1,"Seagoville ,  TX",-96.5383228,32.6395776
"1464","Searcy County","AR",1,"Searcy County ,  AR",-92.6983868,35.9721
"1465","Seaside","OR",2,"Seaside ,  OR",-123.9226385,45.9931636
"1466","Seattle","WA",5,"Seattle ,  WA",-122.3320708,47.6062095
"1467","Sedalia","CO",1,"Sedalia ,  CO",-104.9597046,39.4369336
"1468","Sedalia","MO",1,"Sedalia ,  MO",-93.2282613,38.7044609
"1469","Sedona","AZ",1,"Sedona ,  AZ",-111.7609896,34.8697395
"1470","Selma","AL",1,"Selma ,  AL",-87.0211007,32.4073589
"1471","Selma","CA",1,"Selma ,  CA",-119.6120765,36.5707838
"1472","Sevierville","TN",1,"Sevierville ,  TN",-83.561835,35.8681455
"1473","Seville","FL",1,"Seville ,  FL",-81.4925714,29.3169208
"1474","Shafter","CA",1,"Shafter ,  CA",-119.2717761,35.5005139
"1475","Shakopee","MN",1,"Shakopee ,  MN",-93.5272861,44.7973962
"1476","Sharon","PA",1,"Sharon ,  PA",-80.4934035,41.2331116
"1477","Sharpsburg","KY",1,"Sharpsburg ,  KY",-83.9293681,38.2020214
"1478","Shawnee National Forest","IL",1,"Shawnee National Forest ,  IL",-88.903881,37.4925379
"1479","Sheboygan","WI",1,"Sheboygan ,  WI",-87.71453,43.7508284
"1480","Shelby","NC",1,"Shelby ,  NC",-81.5356463,35.2923513
"1481","Shelbyville","IN",2,"Shelbyville ,  IN",-85.7769238,39.5214373
"1482","Shelbyville","KY",1,"Shelbyville ,  KY",-85.2235666,38.2120144
"1483","Shelbyville","TN",1,"Shelbyville ,  TN",-86.4602717,35.483406
"1484","Shelbyville","TX",1,"Shelbyville ,  TX",-94.0789272,31.7617683
"1485","Shelton","WA",1,"Shelton ,  WA",-123.1007066,47.2150945
"1486","Sheridan","AR",1,"Sheridan ,  AR",-92.4012654,34.3070406
"1487","Sherwood","OR",1,"Sherwood ,  OR",-122.8402122,45.3562638
"1488","Show Low","AZ",1,"Show Low ,  AZ",-110.0298327,34.2542084
"1489","Shreveport","LA",6,"Shreveport ,  LA",-93.7501789,32.5251516
"1490","Sidney","NE",1,"Sidney ,  NE",-102.9774497,41.1448219
"1491","Sierra Blanca","TX",1,"Sierra Blanca ,  TX",-105.3571764,31.1745732
"1492","Sierra Vista","AZ",1,"Sierra Vista ,  AZ",-110.2772856,31.5455001
"1493","Silsbee","TX",1,"Silsbee ,  TX",-94.1779624,30.3490976
"1494","Silver Spring","MD",2,"Silver Spring ,  MD",NA,NA
"1495","Silver Springs","NV",1,"Silver Springs ,  NV",-119.2246073,39.4154714
"1496","Simpsonsville","KY",1,"Simpsonsville ,  KY",-85.3552349,38.22257
"1497","Simpsonville","SC",1,"Simpsonville ,  SC",-82.2542834,34.7370639
"1498","Sioux City","IA",1,"Sioux City ,  IA",-96.4049408,42.4963416
"1499","Sioux Falls","SD",1,"Sioux Falls ,  SD",-96.728333,43.5473028
"1500","Siskiyou County","CA",1,"Siskiyou County ,  CA",-122.5770126,41.7743261
"1501","Slidell","LA",1,"Slidell ,  LA",-89.7811745,30.2751945
"1502","Smartsville","CA",1,"Smartsville ,  CA",-121.2988335,39.2077473
"1503","Smithville","MS",1,"Smithville ,  MS",-88.391154,34.0701074
"1504","Smyrna","DE",1,"Smyrna ,  DE",-75.6046494,39.2998339
"1505","Smyrna","GA",1,"Smyrna ,  GA",-84.5143761,33.8839926
"1506","Smyrna","ME",1,"Smyrna ,  ME",-68.1203515,46.1644547
"1507","Snellville","GA",1,"Snellville ,  GA",-84.0199108,33.857328
"1508","Snohomish","WA",1,"Snohomish ,  WA",-122.0981847,47.9128756
"1509","Socorro","NM",1,"Socorro ,  NM",-106.8914159,34.0583995
"1510","Soddy-Daisy","TN",2,"Soddy-Daisy ,  TN",-85.1907904,35.2359025
"1511","Solvang","CA",1,"Solvang ,  CA",-120.1376481,34.5958201
"1512","Somerset","PA",1,"Somerset ,  PA",-79.0780831,40.008411
"1513","Somerville","TN",1,"Somerville ,  TN",-89.3500714,35.2436969
"1514","South El Monte","CA",2,"South El Monte ,  CA",-118.0467339,34.0519548
"1515","South Elgin","IL",1,"South Elgin ,  IL",-88.2922996,41.9941938
"1516","South Gate","CA",4,"South Gate ,  CA",-118.2120161,33.954737
"1517","South Greensburg","PA",1,"South Greensburg ,  PA",-79.5447619,40.2784029
"1518","South Lake Tahoe","CA",2,"South Lake Tahoe ,  CA",-119.9771868,38.939926
"1519","South Los Angeles","CA",1,"South Los Angeles ,  CA",-118.2914872,33.9891116
"1520","South Salt Lake","UT",1,"South Salt Lake ,  UT",-111.8882691,40.7188354
"1521","South Whitehall Township","PA",1,"South Whitehall Township ,  PA",-75.5393155,40.6176789
"1522","Southaven","MS",2,"Southaven ,  MS",-90.0022958,34.9918587
"1523","Southfield","MI",1,"Southfield ,  MI",-83.2218731,42.4733688
"1524","Spanaway","WA",2,"Spanaway ,  WA",-122.4345661,47.103988
"1525","Spanish Fork","UT",2,"Spanish Fork ,  UT",-111.654923,40.114955
"1526","Spanish Springs","NV",1,"Spanish Springs ,  NV",-119.7074096,39.649077
"1527","Sparks","NV",3,"Sparks ,  NV",-119.7526886,39.5349112
"1528","Sparta","NC",1,"Sparta ,  NC",-81.1209189,36.5054071
"1529","Sparta","TN",1,"Sparta ,  TN",-85.4641421,35.9258985
"1530","Sparta","WI",1,"Sparta ,  WI",-90.8129118,43.9441328
"1531","Spartanburg","SC",1,"Spartanburg ,  SC",-81.9320482,34.9495672
"1532","Spencer","MA",1,"Spencer ,  MA",-71.9922867,42.2439682
"1533","Splendora","TX",1,"Splendora ,  TX",-95.1610438,30.2329914
"1534","Spokane","WA",5,"Spokane ,  WA",-117.4260465,47.6587802
"1535","Spotsylvania","VA",1,"Spotsylvania ,  VA",-77.6077865,38.204165
"1536","Spring","TX",1,"Spring ,  TX",-95.4171601,30.0799405
"1537","Spring Hill","FL",1,"Spring Hill ,  FL",-82.5369872,28.4831682
"1538","Spring Lake","NC",1,"Spring Lake ,  NC",-78.9728056,35.1679395
"1539","Springdale","AR",1,"Springdale ,  AR",-94.1288141,36.1867442
"1540","Springfield","IL",1,"Springfield ,  IL",-89.6501481,39.7817213
"1541","Springfield","MO",6,"Springfield ,  MO",-93.2922989,37.2089572
"1542","Springfield","OH",1,"Springfield ,  OH",-83.8088171,39.9242266
"1543","Springfield","OR",1,"Springfield ,  OR",-123.0220289,44.0462362
"1544","Springtown","TX",1,"Springtown ,  TX",-97.6836384,32.9659566
"1545","St Louis","MO",2,"St Louis ,  MO",-90.1994042,38.6270025
"1546","St. Augustine","FL",3,"St. Augustine ,  FL",-81.3124341,29.9012437
"1547","St. Clair Shores","MI",1,"St. Clair Shores ,  MI",-82.8963604,42.4974085
"1548","St. Clair Township","OH",1,"St. Clair Township ,  OH",-84.5327038,39.4512819
"1549","St. Cloud","MN",1,"St. Cloud ,  MN",-94.1632404,45.5579451
"1550","St. James","MN",1,"St. James ,  MN",-94.6283192,43.9820734
"1551","St. Joseph","MI",1,"St. Joseph ,  MI",-86.4895463,42.0938577
"1552","St. Joseph","MO",2,"St. Joseph ,  MO",-94.846681,39.7674578
"1553","St. Louis","MO",19,"St. Louis ,  MO",-90.1994042,38.6270025
"1554","St. Martin","MS",1,"St. Martin ,  MS",-88.8680853,30.4379758
"1555","St. Paul","MN",7,"St. Paul ,  MN",-93.0899578,44.9537029
"1556","St. Petersburg","FL",3,"St. Petersburg ,  FL",-82.6402915,27.7676008
"1557","St. Tammany Parish","LA",1,"St. Tammany Parish ,  LA",-89.9253233,30.4357418
"1558","Stafford","VA",1,"Stafford ,  VA",-77.4083086,38.4220687
"1559","Stamford","CT",1,"Stamford ,  CT",-73.5387341,41.0534302
"1560","Standing Rock Reservation","ND",1,"Standing Rock Reservation ,  ND",-101.2004153,45.7502748
"1561","Stanfordville","NY",1,"Stanfordville ,  NY",-73.7137984,41.8671647
"1562","Starke","FL",1,"Starke ,  FL",-82.1098275,29.9441298
"1563","Staten Island","NY",1,"Staten Island ,  NY",-74.1502007,40.5795317
"1564","Statesville","NC",1,"Statesville ,  NC",-80.8872959,35.7826363
"1565","Steubenville","OH",1,"Steubenville ,  OH",-80.6339638,40.3697905
"1566","Stewartstown","PA",1,"Stewartstown ,  PA",-76.5913571,39.7537146
"1567","Stillwater","OK",1,"Stillwater ,  OK",-97.0583681,36.1156071
"1568","Stockbridge","GA",2,"Stockbridge ,  GA",-84.2338093,33.5442781
"1569","Stockton","CA",5,"Stockton ,  CA",-121.2907796,37.9577016
"1570","Stockton","IL",1,"Stockton ,  IL",-90.0067916,42.3497355
"1571","Stone Mountain","GA",2,"Stone Mountain ,  GA",-84.170196,33.8081608
"1572","Stoneville","NC",1,"Stoneville ,  NC",-79.9069847,36.4665269
"1573","Straban Township","PA",1,"Straban Township ,  PA",-77.1735312,39.8716058
"1574","Strasburg","CO",1,"Strasburg ,  CO",-104.3232924,39.7383163
"1575","Strong","AR",1,"Strong ,  AR",-92.3566861,33.1073435
"1576","Studio City","CA",1,"Studio City ,  CA",-118.3870991,34.1395597
"1577","Stutsman County","ND",1,"Stutsman County ,  ND",-98.9909139,46.939184
"1578","Suffolk","VA",1,"Suffolk ,  VA",-76.5835621,36.7282054
"1579","Sugar Creek","MO",3,"Sugar Creek ,  MO",-94.4446742,39.1097268
"1580","Sugar House","UT",1,"Sugar House ,  UT",-111.8563389,40.7208539
"1581","Sullivan","IN",1,"Sullivan ,  IN",-87.4058525,39.0953199
"1582","Sullivan","MO",1,"Sullivan ,  MO",-91.1604207,38.2081045
"1583","Sumas","WA",1,"Sumas ,  WA",-122.2648752,49.0001217
"1584","Summerville","SC",1,"Summerville ,  SC",-80.1756481,33.0185039
"1585","Sumter","SC",1,"Sumter ,  SC",-80.3414693,33.9204354
"1586","Sun City","AZ",2,"Sun City ,  AZ",-112.2718239,33.5975393
"1587","Sunnyvale","CA",4,"Sunnyvale ,  CA",-122.0363496,37.36883
"1588","Sunrise","FL",1,"Sunrise ,  FL",-80.256595,26.1669711
"1589","Sunset","TX",1,"Sunset ,  TX",-97.7666999,33.4520535
"1590","Surfside Beach","SC",1,"Surfside Beach ,  SC",-78.9730887,33.6060031
"1591","Surprise","AZ",1,"Surprise ,  AZ",-112.3679279,33.6292337
"1592","Sussex County","VA",1,"Sussex County ,  VA",-77.2405153,36.9058167
"1593","Swansea","SC",1,"Swansea ,  SC",-81.0978734,33.7382088
"1594","Sylacauga","AL",1,"Sylacauga ,  AL",-86.2516406,33.1731716
"1595","Sylmar","CA",2,"Sylmar ,  CA",-118.4571974,34.3058279
"1596","Sylvester","GA",1,"Sylvester ,  GA",-83.8354542,31.5307349
"1597","Syracuse","NY",2,"Syracuse ,  NY",-76.1474244,43.0481221
"1598","Syracuse","UT",1,"Syracuse ,  UT",-112.0646657,41.0893878
"1599","Tacoma","WA",6,"Tacoma ,  WA",-122.4442906,47.2528768
"1600","Tahlequah","OK",2,"Tahlequah ,  OK",-94.969956,35.91537
"1601","Tahoka","TX",1,"Tahoka ,  TX",-101.7937669,33.1667601
"1602","Talihina","OK",1,"Talihina ,  OK",-95.0480162,34.7514893
"1603","Talking Rock","GA",1,"Talking Rock ,  GA",-84.5049279,34.5092562
"1604","Tallahassee","FL",2,"Tallahassee ,  FL",-84.2807329,30.4382559
"1605","Tampa","FL",7,"Tampa ,  FL",-82.4571776,27.950575
"1606","Taos","NM",1,"Taos ,  NM",-105.5730665,36.4072485
"1607","Tarboro","NC",2,"Tarboro ,  NC",-77.5358049,35.8968236
"1608","Tarpon Springs","FL",1,"Tarpon Springs ,  FL",-82.7567679,28.1461248
"1609","Tate County","MS",1,"Tate County ,  MS",-89.9626799,34.6413971
"1610","Taunton","MA",1,"Taunton ,  MA",-71.0897674,41.900101
"1611","Taylors","SC",2,"Taylors ,  SC",-82.2962268,34.9203946
"1612","Tehachapi","CA",1,"Tehachapi ,  CA",-118.4489739,35.1321877
"1613","Temecula","CA",1,"Temecula ,  CA",-117.1483648,33.4936391
"1614","Tempe","AZ",6,"Tempe ,  AZ",-111.9400054,33.4255104
"1615","Temple","TX",1,"Temple ,  TX",-97.342782,31.0982344
"1616","Temple Hills","MD",1,"Temple Hills ,  MD",-76.9455296,38.8140024
"1617","Terre Haute","IN",3,"Terre Haute ,  IN",-87.4139092,39.4667034
"1618","Tewksbury","MA",1,"Tewksbury ,  MA",-71.2342248,42.6106478
"1619","Thomas County","GA",1,"Thomas County ,  GA",-83.8473015,30.8417409
"1620","Thomaston","CT",1,"Thomaston ,  CT",-73.0724037,41.6743343
"1621","Thomasville","GA",1,"Thomasville ,  GA",-83.9787808,30.8365815
"1622","Thomasville","NC",1,"Thomasville ,  NC",-80.0819879,35.8826369
"1623","Thonotosassa","FL",1,"Thonotosassa ,  FL",-82.3023128,28.0614065
"1624","Thornton","CO",1,"Thornton ,  CO",-104.9719243,39.8680412
"1625","Three Forks","MT",1,"Three Forks ,  MT",-111.5521925,45.892428
"1626","Thurston County","WA",1,"Thurston County ,  WA",-122.7695986,46.8645747
"1627","Tiffin","OH",1,"Tiffin ,  OH",-83.1779746,41.1144992
"1628","Timberlake","NC",1,"Timberlake ,  NC",-78.9506354,36.2843888
"1629","Titusville","FL",1,"Titusville ,  FL",-80.8075537,28.6122187
"1630","Tiverton","RI",1,"Tiverton ,  RI",-71.2134231,41.6259211
"1631","Toledo","OH",4,"Toledo ,  OH",-83.5378674,41.6528052
"1632","Tom","OK",1,"Tom ,  OK",-94.5729863,33.7359468
"1633","Tomball","TX",1,"Tomball ,  TX",-95.6160549,30.0971621
"1634","Topeka","KS",3,"Topeka ,  KS",-95.6751576,39.0473451
"1635","Torrance","CA",1,"Torrance ,  CA",-118.3406288,33.8358492
"1636","Tremont","NY",1,"Tremont ,  NY",-73.8933596,40.8447416
"1637","Trenton","MI",1,"Trenton ,  MI",-83.1782587,42.1394858
"1638","Trenton","NJ",1,"Trenton ,  NJ",-74.759717,40.2205824
"1639","Trinidad","CO",1,"Trinidad ,  CO",-104.5005407,37.1694632
"1640","Trosper","KY",1,"Trosper ,  KY",-83.8190885,36.7884194
"1641","Troy","MI",1,"Troy ,  MI",-83.1497751,42.6064095
"1642","Troy","NY",1,"Troy ,  NY",-73.6917851,42.7284117
"1643","Trumann","AR",1,"Trumann ,  AR",-90.5073285,35.6736895
"1644","Truth or Consequences","NM",1,"Truth or Consequences ,  NM",-107.2528069,33.1284047
"1645","Tualatin","OR",1,"Tualatin ,  OR",-122.7819595,45.3779317
"1646","Tucson","AZ",19,"Tucson ,  AZ",-110.9747108,32.2226066
"1647","Tukwila","WA",1,"Tukwila ,  WA",-122.2609558,47.4739884
"1648","Tulare","CA",1,"Tulare ,  CA",-119.3473379,36.2077288
"1649","Tulsa","OK",14,"Tulsa ,  OK",-95.992775,36.1539816
"1650","Tupelo","MS",2,"Tupelo ,  MS",-88.7033859,34.2576066
"1651","Tuscaloosa","AL",1,"Tuscaloosa ,  AL",-87.5691735,33.2098407
"1652","Tuscumbia","AL",1,"Tuscumbia ,  AL",-87.70253,34.7312005
"1653","Tustin","CA",1,"Tustin ,  CA",-117.8236391,33.7420005
"1654","Twentynine Palms","CA",1,"Twentynine Palms ,  CA",-116.0541689,34.1355582
"1655","Twinsburg","OH",1,"Twinsburg ,  OH",-81.4401129,41.3125552
"1656","Tyrone","GA",1,"Tyrone ,  GA",-84.5971524,33.4712253
"1657","Udall","KS",1,"Udall ,  KS",-97.1142063,37.3875221
"1658","Union City","CA",1,"Union City ,  CA",-122.0438298,37.5933918
"1659","Union Grove","NC",1,"Union Grove ,  NC",-80.8322428,36.0204308
"1660","Union Township","MI",1,"Union Township ,  MI",-84.8255097,43.5878073
"1661","Union Township","PA",1,"Union Township ,  PA",-79.9752212,40.2501864
"1662","Uniontown","OH",1,"Uniontown ,  OH",-81.4081673,40.9750568
"1663","University City","CA",1,"University City ,  CA",-117.2054294,32.8577324
"1664","Upper Darby","PA",1,"Upper Darby ,  PA",-75.3076883,39.957902
"1665","Urbandale","IA",1,"Urbandale ,  IA",-93.7121656,41.6266555
"1666","Utica","KY",1,"Utica ,  KY",-87.1130521,37.6022699
"1667","Vadnais Heights","MN",1,"Vadnais Heights ,  MN",-93.0738305,45.0574658
"1668","Valdez","CO",1,"Valdez ,  CO",-104.701389,37.122222
"1669","Valdosta","GA",2,"Valdosta ,  GA",-83.2784851,30.8327022
"1670","Valinda","CA",1,"Valinda ,  CA",-117.9436749,34.0452883
"1671","Vallejo","CA",3,"Vallejo ,  CA",-122.2566367,38.1040864
"1672","Van Buren","AR",1,"Van Buren ,  AR",-94.348268,35.436756
"1673","Van Nuys","CA",2,"Van Nuys ,  CA",-118.451357,34.1898566
"1674","Vancouver","WA",3,"Vancouver ,  WA",-122.6727305,45.6272259
"1675","Vandalia","OH",1,"Vandalia ,  OH",-84.1988308,39.8906122
"1676","Venice","CA",1,"Venice ,  CA",-118.4694832,33.9850469
"1677","Ventnor","NJ",1,"Ventnor ,  NJ",-74.4773735,39.3403942
"1678","Vero Beach","FL",1,"Vero Beach ,  FL",-80.3972736,27.6386434
"1679","Victoria","TX",1,"Victoria ,  TX",-97.0035982,28.8052674
"1680","Victorville","CA",1,"Victorville ,  CA",-117.2927641,34.5362184
"1681","Villa Park","IL",1,"Villa Park ,  IL",-87.9889543,41.8897519
"1682","Vineland","MN",1,"Vineland ,  MN",-93.7574724,46.1635704
"1683","Vineland","NJ",2,"Vineland ,  NJ",-75.0259637,39.4863773
"1684","Virginia Beach","VA",3,"Virginia Beach ,  VA",-75.977985,36.8529263
"1685","Visalia","CA",3,"Visalia ,  CA",-119.2920585,36.3302284
"1686","Vista","CA",2,"Vista ,  CA",-117.2425355,33.2000368
"1687","Waco","TX",2,"Waco ,  TX",-97.1466695,31.549333
"1688","Wadesboro","NC",1,"Wadesboro ,  NC",-80.0767266,34.9682097
"1689","Wagoner","OK",2,"Wagoner ,  OK",-95.3694116,35.9595442
"1690","Wake Forest","NC",2,"Wake Forest ,  NC",-78.5097228,35.9798734
"1691","Waldoboro","ME",1,"Waldoboro ,  ME",-69.3756017,44.0952725
"1692","Walls","MS",1,"Walls ,  MS",-90.1517605,34.9578727
"1693","Walnut Creek","CA",1,"Walnut Creek ,  CA",-122.0651819,37.9100783
"1694","Walton","IN",1,"Walton ,  IN",-86.24194,40.6608726
"1695","Wamego","KS",1,"Wamego ,  KS",-96.3049975,39.2019412
"1696","Wapato","WA",1,"Wapato ,  WA",-120.4203382,46.4476278
"1697","Warren","MI",1,"Warren ,  MI",-83.0146526,42.5144566
"1698","Wasco","CA",1,"Wasco ,  CA",-119.3409457,35.5941238
"1699","Washington","DC",12,"Washington ,  DC",-77.0368707,38.9071923
"1700","Washington","PA",1,"Washington ,  PA",-80.2461714,40.17396
"1701","Washington County","AL",1,"Washington County ,  AL",-88.2461183,31.3422346
"1702","Washington Court House","OH",1,"Washington Court House ,  OH",-83.4390843,39.5364511
"1703","Washington Park","IL",1,"Washington Park ,  IL",-90.0928852,38.6350501
"1704","Watagua","TX",1,"Watagua ,  TX",-97.2547371,32.8579056
"1705","Water Valley","MS",2,"Water Valley ,  MS",-89.6314736,34.1514989
"1706","Waterford Township","MI",2,"Waterford Township ,  MI",-83.4066132,42.6907443
"1707","Watsonsville","CA",1,"Watsonsville ,  CA",-121.7568946,36.910231
"1708","Watsonville","CA",1,"Watsonville ,  CA",-121.7568946,36.910231
"1709","Watts","OK",1,"Watts ,  OK",-94.5702202,36.1092487
"1710","Waukesha","WI",1,"Waukesha ,  WI",-88.2314813,43.0116784
"1711","Wausau","WI",1,"Wausau ,  WI",-89.6301221,44.9591352
"1712","Wauwatosa","WI",2,"Wauwatosa ,  WI",-88.0075875,43.0494572
"1713","Waverly","OH",1,"Waverly ,  OH",-82.9854553,39.1267349
"1714","Wayne County","KY",1,"Wayne County ,  KY",-84.8567932,36.7571907
"1715","Waynesboro","VA",1,"Waynesboro ,  VA",-78.8894682,38.0684692
"1716","Weatherford","TX",3,"Weatherford ,  TX",-97.7972544,32.7592955
"1717","Webster","MA",1,"Webster ,  MA",-71.8800628,42.050091
"1718","Webster","TX",1,"Webster ,  TX",-95.1182645,29.5377315
"1719","Weeki Wachi","FL",1,"Weeki Wachi ,  FL",-82.5728769,28.5155513
"1720","Weitchpec","CA",1,"Weitchpec ,  CA",-123.703994,41.1877221
"1721","Wellington","FL",1,"Wellington ,  FL",-80.2683571,26.6617635
"1722","Wellman","IA",1,"Wellman ,  IA",-91.8382273,41.4641806
"1723","Wenatchee","WA",1,"Wenatchee ,  WA",-120.3103494,47.4234599
"1724","West Allis","WI",1,"West Allis ,  WI",-88.0070315,43.0166806
"1725","West Burlington","IA",1,"West Burlington ,  IA",-91.1565357,40.8250386
"1726","West Chester","PA",1,"West Chester ,  PA",-75.6054882,39.9606643
"1727","West Covina","CA",1,"West Covina ,  CA",-117.9389526,34.0686208
"1728","West Goshen","CA",1,"West Goshen ,  CA",-119.4201204,36.3510616
"1729","West Jordan","UT",3,"West Jordan ,  UT",-111.9391031,40.6096698
"1730","West Knox","TN",1,"West Knox ,  TN",-83.9551854,35.9703599
"1731","West Linn","OR",1,"West Linn ,  OR",-122.6228367,45.3707677
"1732","West Milford","WV",1,"West Milford ,  WV",-80.4042579,39.2009242
"1733","West Monroe","LA",1,"West Monroe ,  LA",-92.1476353,32.5184775
"1734","West Odessa","TX",1,"West Odessa ,  TX",-102.498757,31.8423472
"1735","West Olive","MI",1,"West Olive ,  MI",-86.1464352,42.9214101
"1736","West Ouachita","LA",1,"West Ouachita ,  LA",-92.3368009,32.4277993
"1737","West Palm Beach","FL",1,"West Palm Beach ,  FL",-80.0533746,26.7153424
"1738","West Springfield","MA",1,"West Springfield ,  MA",-72.6203675,42.1070383
"1739","West Valley City","UT",1,"West Valley City ,  UT",-112.0010501,40.6916132
"1740","Westerville","OH",1,"Westerville ,  OH",-82.9318807,40.1266689
"1741","Westminster","CO",6,"Westminster ,  CO",-105.0372046,39.8366528
"1742","Westover","AL",1,"Westover ,  AL",-86.5274419,33.3535324
"1743","Wewoka","OK",1,"Wewoka ,  OK",-96.4933457,35.1586902
"1744","Weymouth","MA",1,"Weymouth ,  MA",-70.9410356,42.2180724
"1745","White","GA",1,"White ,  GA",-84.7452138,34.2828722
"1746","White Plains","KY",1,"White Plains ,  KY",-87.3836095,37.183655
